index;prerequisite;advanced;m1;m2;m2_sentence;m3;m4;m4a;m4b;m5
14707;TIER-1 INTERNET SERVICE PROVIDER;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;1.00
14708;TIER-2 INTERNET SERVICE PROVIDER;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;1.00
14709;TIER-3 INTERNET SERVICE PROVIDER;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;1.00
14710;TOP-LEVEL DOMAINS;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;1.00
14711;TRADITIONAL TELEPHONE;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.50
14712;TRANSMISSION CONTROL PROTOCOL;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.00
14713;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.00
14714;TRANSPORT LAYER;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.00
14715;TROJAN HORSE;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;-1.00
14716;UNIFORM RESOURCE LOCATOR;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.00
14717;USER DATAGRAM PROTOCOL;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.00
14718;VIRUS;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;-1.00
14719;VOICE OVER INTERNET PROTOCOL;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.00
14720;WEBSERVER;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.00
14721;WIDE AREA NETWORK;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.50
14722;WIRELESS NETWORK;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;1.00
14723;WORLD WIDE WEB;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.00
14724;WORM;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;-1.00
14725;SECOND GENERATION;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.00
14726;EMAIL;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.00
14727;CLIENT-SIDE;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.00
14728;SERVER-SIDE;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.00
14729;SERVLET;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.00
14730;WEBSERVERS;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.00
14731;4G;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;1.00
14732;ANTIVIRUS SOFTWARE;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;-1.00
14733;SEARCH ENGINE;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;1.00
14734;WIFI NETWORK;SIMPLE MAIL TRANSFER PROTOCOL;0;;;;;;;0.70
14735;1G;SOFTWARE;0;;;;;;;1.00
14736;3G;SOFTWARE;0;;;;;;;1.00
14737;ACCESS INTERNET SERVICE PROVIDER;SOFTWARE;0;;;;;;;0.00
14738;ACCESS POINT;SOFTWARE;0;;;;;;;0.00
14739;ACTIVE SERVER PAGE;SOFTWARE;0;;;;;;;0.00
14740;ADDRESSING SYSTEM;SOFTWARE;0;;;;;;;0.00
14741;APPLICATION LAYER;SOFTWARE;0;;;;;;;0.00
14742;AUDITING SOFTWARE;SOFTWARE;0;;;;;;;-1.25
14743;BIT PATTERN;SOFTWARE;0;;;;;;;0.00
14744;BODY;SOFTWARE;0;;;;;;;0.00
14745;BRIDGE;SOFTWARE;0;;;;;;;1.25
14746;BROWSER;SOFTWARE;0;;;;;;;0.00
14747;BUS;SOFTWARE;0;;;;;;;0.00
14748;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;SOFTWARE;0;;;;;;;0.00
14749;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;SOFTWARE;0;;;;;;;0.00
14750;CERTIFICATE;SOFTWARE;0;;;;;;;-1.25
14751;CERTIFICATE AUTHORITY;SOFTWARE;0;;;;;;;-1.25
14752;CLIENT;SOFTWARE;0;;;;;;;0.00
14753;CLIENT SIDE;SOFTWARE;0;;;;;;;0.00
14754;CLIENT/SERVER MODEL;SOFTWARE;0;;;;;;;1.25
14755;CLOUD COMPUTING;SOFTWARE;0;;;;;;;1.00
14756;CLUSTER COMPUTE;SOFTWARE;0;;;;;;;1.25
14757;COLLISION AVOIDANCE;SOFTWARE;0;;;;;;;0.00
14758;COLLISION DETECTION;SOFTWARE;0;;;;;;;0.00
14759;COMPUTER;SOFTWARE;0;;;;;;;0.00
14760;COMPUTER SYSTEM;SOFTWARE;0;;;;;;;0.00
14761;CONTENT DELIVERY NETWORK;SOFTWARE;0;;;;;;;1.00
14762;DENIAL OF SERVICE;SOFTWARE;0;;;;;;;-1.25
14763;DIGITAL SIGNATURE;SOFTWARE;0;;;;;;;-1.25
14764;DISTRIBUTED SYSTEM;SOFTWARE;0;;;;;;;0.00
14765;DOMAIN;SOFTWARE;0;;;;;;;0.00
14766;DOMAIN NAME;SOFTWARE;0;;;;;;;0.00
14767;DOMAIN NAME SYSTEM;SOFTWARE;0;;;;;;;0.00
14768;ENCRYPTION;SOFTWARE;0;;;;;;;-1.25
14769;END SYSTEM;SOFTWARE;0;;;;;;;0.00
14770;END USER;SOFTWARE;0;;;;;;;0.00
14771;ETHERNET NETWORK;SOFTWARE;0;;;;;;;0.00
14772;EXTENSIBLE MARKUP LANGUAGE;SOFTWARE;0;;;;;;;0.00
14773;FILE SERVER;SOFTWARE;0;;;;;;;0.00
14774;FILE TRANSFER PROTOCOL;SOFTWARE;0;;;;;;;0.00
14775;FIREWALL;SOFTWARE;0;;;;;;;-1.25
14776;FORWARDING TABLE;SOFTWARE;0;;;;;;;0.00
14777;GATEWAY;SOFTWARE;0;;;;;;;0.00
14778;GRID COMPUTE;SOFTWARE;0;;;;;;;1.25
14779;HEAD;SOFTWARE;0;;;;;;;1.00
14780;HIDDEN TERMINAL PROBLEM;SOFTWARE;0;;;;;;;1.25
14781;HOP COUNT;SOFTWARE;0;;;;;;;-1.00
14782;HOT SPOT;SOFTWARE;0;;;;;;;1.00
14783;HUB;SOFTWARE;0;;;;;;;1.25
14784;HYPERTEXT;SOFTWARE;0;;;;;;;0.00
14785;HYPERTEXT DOCUMENT;SOFTWARE;0;;;;;;;0.00
14786;HYPERTEXT MARKUP LANGUAGE;SOFTWARE;0;;;;;;;0.00
14787;HYPERTEXT TRANSFER PROTOCOL;SOFTWARE;0;;;;;;;0.00
14788;HYPERTEXT TRANSFER PROTOCOL SERVER;SOFTWARE;0;;;;;;;0.00
14789;INSTANT MESSAGING;SOFTWARE;0;;;;;;;1.00
14790;INTERNET;SOFTWARE;0;;;;;;;0.00
14791;INTERNET INFRASTRUCTURE;SOFTWARE;0;;;;;;;0.00
14792;INTERNET MAIL ACCESS PROTOCOL;SOFTWARE;0;;;;;;;0.00
14793;INTERNET PROTOCOL;SOFTWARE;0;;;;;;;0.00
14794;INTERNET PROTOCOL ADDRESS;SOFTWARE;0;;;;;;;0.00
14795;INTERNET PROTOCOL NETWORK;SOFTWARE;0;;;;;;;0.00
14796;INTERNET SERVICE PROVIDER;SOFTWARE;0;;;;;;;0.00
14797;INTERNET SOFTWARE;SOFTWARE;0;;;;;;;0.00
14798;INTERNET2;SOFTWARE;0;;;;;;;1.00
14799;INTERPROCESS COMMUNICATION;SOFTWARE;0;;;;;;;1.25
14800;INTRANET;SOFTWARE;0;;;;;;;0.00
14801;JAVASERVER PAGE;SOFTWARE;0;;;;;;;0.00
14802;LINK LAYER;SOFTWARE;0;;;;;;;0.00
14803;LOCAL AREA NETWORK;SOFTWARE;0;;;;;;;1.00
14804;MAGNETIC DISK;SOFTWARE;0;;;;;;;1.25
14805;MAIL SERVER;SOFTWARE;0;;;;;;;0.00
14806;MALICIOUS SOFTWARE;SOFTWARE;0;;;;;;;-1.00
14807;MASS STORAGE;SOFTWARE;0;;;;;;;0.00
14808;METROPOLITAN AREA NETWORK;SOFTWARE;0;;;;;;;1.00
14809;MNEMONIC ADDRESS;SOFTWARE;0;;;;;;;0.00
14810;MNEMONIC DOMAIN NAME;SOFTWARE;0;;;;;;;0.00
14811;NAME SERVER;SOFTWARE;0;;;;;;;0.00
14812;NETWORK;SOFTWARE;0;;;;;;;0.00
14813;NETWORK LAYER;SOFTWARE;0;;;;;;;0.00
14814;NETWORK NEWS TRANSFER PROTOCOL;SOFTWARE;0;;;;;;;1.00
14815;NETWORK SOFTWARE;SOFTWARE;0;;;;;;;0.00
14816;OPEN NETWORK;SOFTWARE;0;;;;;;;0.00
14817;PEER-TO-PEER MODEL;SOFTWARE;0;;;;;;;1.00
14818;PERSONAL AREA NETWORK;SOFTWARE;0;;;;;;;1.00
14819;PHISHING;SOFTWARE;0;;;;;;;-1.25
14820;PHONE NETWORK;SOFTWARE;0;;;;;;;0.00
14821;PHP;SOFTWARE;0;;;;;;;0.00
14822;PORT NUMBER;SOFTWARE;0;;;;;;;0.00
14823;POST OFFICE PROTOCOL VERSION 3;SOFTWARE;0;;;;;;;0.00
14824;PRINT SERVER;SOFTWARE;0;;;;;;;1.25
14825;PRIVATE-KEY;SOFTWARE;0;;;;;;;-1.25
14826;PROTOCOL;SOFTWARE;0;;;;;;;0.00
14827;PROXY SERVER;SOFTWARE;0;;;;;;;-1.25
14828;PUBLIC-KEY;SOFTWARE;0;;;;;;;0.00
14829;PUBLIC-KEY ENCRYPTION;SOFTWARE;0;;;;;;;-1.25
14830;REGISTERED DOMAIN;SOFTWARE;0;;;;;;;1.00
14831;REMOTE MAIL SERVER;SOFTWARE;0;;;;;;;0.00
14832;REMOTE SERVER;SOFTWARE;0;;;;;;;0.00
14833;REPEATER;SOFTWARE;0;;;;;;;1.25
14834;ROUTER;SOFTWARE;0;;;;;;;0.00
14835;SECURE SHELL;SOFTWARE;0;;;;;;;0.00
14836;SECURE SOCKET LAYER;SOFTWARE;0;;;;;;;-1.25
14837;SERVER;SOFTWARE;0;;;;;;;0.00
14838;SERVER SIDE;SOFTWARE;0;;;;;;;0.00
14839;SERVLETS;SOFTWARE;0;;;;;;;0.00
14840;SIMPLE MAIL TRANSFER PROTOCOL;SOFTWARE;0;;;;;;;0.00
14841;SPYWARE;SOFTWARE;0;;;;;;;-1.25
14842;STAR;SOFTWARE;0;;;;;;;0.00
14843;SUBDOMAINS;SOFTWARE;0;;;;;;;1.00
14844;SWITCH;SOFTWARE;0;;;;;;;1.00
14845;TAG;SOFTWARE;0;;;;;;;0.00
14846;TIER-1 INTERNET SERVICE PROVIDER;SOFTWARE;0;;;;;;;1.00
14847;TIER-2 INTERNET SERVICE PROVIDER;SOFTWARE;0;;;;;;;1.00
14848;TIER-3 INTERNET SERVICE PROVIDER;SOFTWARE;0;;;;;;;1.00
14849;TOP-LEVEL DOMAINS;SOFTWARE;0;;;;;;;1.00
14850;TRADITIONAL TELEPHONE;SOFTWARE;0;;;;;;;0.00
14851;TRANSMISSION CONTROL PROTOCOL;SOFTWARE;0;;;;;;;0.00
14852;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;SOFTWARE;0;;;;;;;0.00
14853;TRANSPORT LAYER;SOFTWARE;0;;;;;;;0.00
14854;TROJAN HORSE;SOFTWARE;0;;;;;;;-1.25
14855;UNIFORM RESOURCE LOCATOR;SOFTWARE;0;;;;;;;0.00
14856;USER DATAGRAM PROTOCOL;SOFTWARE;0;;;;;;;-1.00
14857;VIRUS;SOFTWARE;0;;;;;;;-1.25
14858;VOICE OVER INTERNET PROTOCOL;SOFTWARE;0;;;;;;;0.00
14859;WEBSERVER;SOFTWARE;0;;;;;;;0.00
14860;WIDE AREA NETWORK;SOFTWARE;0;;;;;;;0.00
14861;WIRELESS NETWORK;SOFTWARE;0;;;;;;;1.00
14862;WORLD WIDE WEB;SOFTWARE;0;;;;;;;0.00
14863;WORM;SOFTWARE;0;;;;;;;-1.25
14864;SECOND GENERATION;SOFTWARE;0;;;;;;;0.00
14865;EMAIL;SOFTWARE;0;;;;;;;0.00
14866;CLIENT-SIDE;SOFTWARE;0;;;;;;;0.00
14867;SERVER-SIDE;SOFTWARE;0;;;;;;;0.00
14868;SERVLET;SOFTWARE;0;;;;;;;0.00
14869;WEBSERVERS;SOFTWARE;0;;;;;;;0.00
14870;4G;SOFTWARE;0;;;;;;;1.00
14871;ANTIVIRUS SOFTWARE;SOFTWARE;0;;;;;;;-1.25
14872;SEARCH ENGINE;SOFTWARE;0;;;;;;;1.00
14873;WIFI NETWORK;SOFTWARE;0;;;;;;;0.00
14874;1G;SPYWARE;0;;;;;;;1.50
14875;3G;SPYWARE;0;;;;;;;1.50
14876;ACCESS INTERNET SERVICE PROVIDER;SPYWARE;0;;;;;;;1.00
14877;ACCESS POINT;SPYWARE;0;;;;;;;1.00
14878;ACTIVE SERVER PAGE;SPYWARE;0;;;;;;;1.00
14879;ADDRESSING SYSTEM;SPYWARE;0;;;;;;;1.00
14880;APPLICATION LAYER;SPYWARE;0;;;;;;;1.00
14881;AUDITING SOFTWARE;SPYWARE;0;;;;;;;0.00
14882;BIT PATTERN;SPYWARE;0;;;;;;;1.50
14883;BODY;SPYWARE;0;;;;;;;1.25
14884;BRIDGE;SPYWARE;0;;;;;;;2.00
14885;BROWSER;SPYWARE;0;;;;;;;1.00
14886;BUS;SPYWARE;0;;;;;;;1.00
14887;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;SPYWARE;0;;;;;;;1.25
14888;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;SPYWARE;0;;;;;;;1.25
14889;CERTIFICATE;SPYWARE;0;;;;;;;0.00
14890;CERTIFICATE AUTHORITY;SPYWARE;0;;;;;;;0.00
14891;CLIENT;SPYWARE;0;;;;;;;1.25
14892;CLIENT SIDE;SPYWARE;0;;;;;;;1.25
14893;CLIENT/SERVER MODEL;SPYWARE;0;;;;;;;2.00
14894;CLOUD COMPUTING;SPYWARE;0;;;;;;;1.75
14895;CLUSTER COMPUTE;SPYWARE;0;;;;;;;2.00
14896;COLLISION AVOIDANCE;SPYWARE;0;;;;;;;1.25
14897;COLLISION DETECTION;SPYWARE;0;;;;;;;1.25
14898;COMPUTER;SPYWARE;0;;;;;;;1.25
14899;COMPUTER SYSTEM;SPYWARE;0;;;;;;;1.25
14900;CONTENT DELIVERY NETWORK;SPYWARE;0;;;;;;;1.50
14901;DENIAL OF SERVICE;SPYWARE;0;;;;;;;0.00
14902;DIGITAL SIGNATURE;SPYWARE;0;;;;;;;0.00
14903;DISTRIBUTED SYSTEM;SPYWARE;0;;;;;;;1.75
14904;DOMAIN;SPYWARE;0;;;;;;;1.00
14905;DOMAIN NAME;SPYWARE;0;;;;;;;1.00
14906;DOMAIN NAME SYSTEM;SPYWARE;0;;;;;;;1.00
14907;ENCRYPTION;SPYWARE;0;;;;;;;0.00
14908;END SYSTEM;SPYWARE;0;;;;;;;1.25
14909;END USER;SPYWARE;0;;;;;;;1.25
14910;ETHERNET NETWORK;SPYWARE;0;;;;;;;1.00
14911;EXTENSIBLE MARKUP LANGUAGE;SPYWARE;0;;;;;;;1.00
14912;FILE SERVER;SPYWARE;0;;;;;;;1.25
14913;FILE TRANSFER PROTOCOL;SPYWARE;0;;;;;;;1.00
14914;FIREWALL;SPYWARE;0;;;;;;;0.00
14915;FORWARDING TABLE;SPYWARE;0;;;;;;;1.25
14916;GATEWAY;SPYWARE;0;;;;;;;1.50
14917;GRID COMPUTE;SPYWARE;0;;;;;;;2.00
14918;HEAD;SPYWARE;0;;;;;;;1.50
14919;HIDDEN TERMINAL PROBLEM;SPYWARE;0;;;;;;;2.00
14920;HOP COUNT;SPYWARE;0;;;;;;;0.50
14921;HOT SPOT;SPYWARE;0;;;;;;;1.50
14922;HUB;SPYWARE;0;;;;;;;2.00
14923;HYPERTEXT;SPYWARE;0;;;;;;;1.00
14924;HYPERTEXT DOCUMENT;SPYWARE;0;;;;;;;1.00
14925;HYPERTEXT MARKUP LANGUAGE;SPYWARE;0;;;;;;;1.00
14926;HYPERTEXT TRANSFER PROTOCOL;SPYWARE;0;;;;;;;1.00
14927;HYPERTEXT TRANSFER PROTOCOL SERVER;SPYWARE;0;;;;;;;1.00
14928;INSTANT MESSAGING;SPYWARE;0;;;;;;;1.75
14929;INTERNET;SPYWARE;0;;;;;;;1.25
14930;INTERNET INFRASTRUCTURE;SPYWARE;0;;;;;;;1.00
14931;INTERNET MAIL ACCESS PROTOCOL;SPYWARE;0;;;;;;;1.00
14932;INTERNET PROTOCOL;SPYWARE;0;;;;;;;1.25
14933;INTERNET PROTOCOL ADDRESS;SPYWARE;0;;;;;;;1.25
14934;INTERNET PROTOCOL NETWORK;SPYWARE;0;;;;;;;1.25
14935;INTERNET SERVICE PROVIDER;SPYWARE;0;;;;;;;1.00
14936;INTERNET SOFTWARE;SPYWARE;0;;;;;;;1.25
14937;INTERNET2;SPYWARE;0;;;;;;;1.50
14938;INTERPROCESS COMMUNICATION;SPYWARE;0;;;;;;;2.00
14939;INTRANET;SPYWARE;0;;;;;;;1.50
14940;JAVASERVER PAGE;SPYWARE;0;;;;;;;1.00
14941;LINK LAYER;SPYWARE;0;;;;;;;1.00
14942;LOCAL AREA NETWORK;SPYWARE;0;;;;;;;1.75
14943;MAGNETIC DISK;SPYWARE;0;;;;;;;2.00
14944;MAIL SERVER;SPYWARE;0;;;;;;;1.00
14945;MALICIOUS SOFTWARE;SPYWARE;0;;;;;;;1.00
14946;MASS STORAGE;SPYWARE;0;;;;;;;1.75
14947;METROPOLITAN AREA NETWORK;SPYWARE;0;;;;;;;1.75
14948;MNEMONIC ADDRESS;SPYWARE;0;;;;;;;1.00
14949;MNEMONIC DOMAIN NAME;SPYWARE;0;;;;;;;1.00
14950;NAME SERVER;SPYWARE;0;;;;;;;1.25
14951;NETWORK;SPYWARE;0;;;;;;;1.25
14952;NETWORK LAYER;SPYWARE;0;;;;;;;1.00
14953;NETWORK NEWS TRANSFER PROTOCOL;SPYWARE;0;;;;;;;1.50
14954;NETWORK SOFTWARE;SPYWARE;0;;;;;;;1.25
14955;OPEN NETWORK;SPYWARE;0;;;;;;;1.00
14956;PEER-TO-PEER MODEL;SPYWARE;0;;;;;;;1.75
14957;PERSONAL AREA NETWORK;SPYWARE;0;;;;;;;1.75
14958;PHISHING;SPYWARE;0;;;;;;;0.00
14959;PHONE NETWORK;SPYWARE;0;;;;;;;1.75
14960;PHP;SPYWARE;0;;;;;;;1.00
14961;PORT NUMBER;SPYWARE;0;;;;;;;1.00
14962;POST OFFICE PROTOCOL VERSION 3;SPYWARE;0;;;;;;;1.00
14963;PRINT SERVER;SPYWARE;0;;;;;;;2.00
14964;PRIVATE-KEY;SPYWARE;0;;;;;;;0.00
14965;PROTOCOL;SPYWARE;0;;;;;;;1.25
14966;PROXY SERVER;SPYWARE;0;;;;;;;0.00
14967;PUBLIC-KEY;SPYWARE;0;;;;;;;1.50
14968;PUBLIC-KEY ENCRYPTION;SPYWARE;0;;;;;;;0.00
14969;REGISTERED DOMAIN;SPYWARE;0;;;;;;;1.50
14970;REMOTE MAIL SERVER;SPYWARE;0;;;;;;;1.00
14971;REMOTE SERVER;SPYWARE;0;;;;;;;1.00
14972;REPEATER;SPYWARE;0;;;;;;;2.00
14973;ROUTER;SPYWARE;0;;;;;;;1.00
14974;SECURE SHELL;SPYWARE;0;;;;;;;1.00
14975;SECURE SOCKET LAYER;SPYWARE;0;;;;;;;0.00
14976;SERVER;SPYWARE;0;;;;;;;1.25
14977;SERVER SIDE;SPYWARE;0;;;;;;;1.25
14978;SERVLETS;SPYWARE;0;;;;;;;1.00
14979;SIMPLE MAIL TRANSFER PROTOCOL;SPYWARE;0;;;;;;;1.00
14980;SOFTWARE;SPYWARE;1;;;;;;;1.25
14981;STAR;SPYWARE;0;;;;;;;1.00
14982;SUBDOMAINS;SPYWARE;0;;;;;;;1.50
14983;SWITCH;SPYWARE;0;;;;;;;1.75
14984;TAG;SPYWARE;0;;;;;;;1.00
14985;TIER-1 INTERNET SERVICE PROVIDER;SPYWARE;0;;;;;;;1.50
14986;TIER-2 INTERNET SERVICE PROVIDER;SPYWARE;0;;;;;;;1.50
14987;TIER-3 INTERNET SERVICE PROVIDER;SPYWARE;0;;;;;;;1.50
14988;TOP-LEVEL DOMAINS;SPYWARE;0;;;;;;;1.50
14989;TRADITIONAL TELEPHONE;SPYWARE;0;;;;;;;1.75
14990;TRANSMISSION CONTROL PROTOCOL;SPYWARE;0;;;;;;;1.00
14991;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;SPYWARE;0;;;;;;;1.00
14992;TRANSPORT LAYER;SPYWARE;0;;;;;;;1.00
14993;TROJAN HORSE;SPYWARE;0;;;;;;;0.00
14994;UNIFORM RESOURCE LOCATOR;SPYWARE;0;;;;;;;0.75
14995;USER DATAGRAM PROTOCOL;SPYWARE;0;;;;;;;0.50
14996;VIRUS;SPYWARE;0;;;;;;;0.00
14997;VOICE OVER INTERNET PROTOCOL;SPYWARE;0;;;;;;;1.00
14998;WEBSERVER;SPYWARE;0;;;;;;;1.25
14999;WIDE AREA NETWORK;SPYWARE;0;;;;;;;1.75
15000;WIRELESS NETWORK;SPYWARE;0;;;;;;;1.75
15001;WORLD WIDE WEB;SPYWARE;0;;;;;;;1.50
15002;WORM;SPYWARE;0;;;;;;;0.00
15003;SECOND GENERATION;SPYWARE;0;;;;;;;1.50
15004;EMAIL;SPYWARE;0;;;;;;;1.00
15005;CLIENT-SIDE;SPYWARE;0;;;;;;;1.25
15006;SERVER-SIDE;SPYWARE;0;;;;;;;1.25
15007;SERVLET;SPYWARE;0;;;;;;;1.00
15008;WEBSERVERS;SPYWARE;0;;;;;;;1.25
15009;4G;SPYWARE;0;;;;;;;1.50
15010;ANTIVIRUS SOFTWARE;SPYWARE;0;;;;;;;0.00
15011;SEARCH ENGINE;SPYWARE;0;;;;;;;1.50
15012;WIFI NETWORK;SPYWARE;0;;;;;;;1.00
15013;1G;STAR;0;;;;;;;1.00
15014;3G;STAR;0;;;;;;;1.00
15015;ACCESS INTERNET SERVICE PROVIDER;STAR;0;;;;;;;-0.25
15016;ACCESS POINT;STAR;0;;;;;;;0.00
15017;ACTIVE SERVER PAGE;STAR;0;;;;;;;0.00
15018;ADDRESSING SYSTEM;STAR;0;;;;;;;0.55
15019;APPLICATION LAYER;STAR;0;;;;;;;-0.25
15020;AUDITING SOFTWARE;STAR;0;;;;;;;-1.00
15021;BIT PATTERN;STAR;0;;;;;;;0.00
15022;BODY;STAR;0;;;;;;;0.00
15023;BRIDGE;STAR;0;;;;;;;1.50
15024;BROWSER;STAR;0;;;;;;;0.00
15025;BUS;STAR;0;;;;;;;0.00
15026;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;STAR;0;;;;;;;0.50
15027;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;STAR;0;;;;;;;0.50
15028;CERTIFICATE;STAR;0;;;;;;;-1.00
15029;CERTIFICATE AUTHORITY;STAR;0;;;;;;;-1.00
15030;CLIENT;STAR;0;;;;;;;0.00
15031;CLIENT SIDE;STAR;0;;;;;;;0.00
15032;CLIENT/SERVER MODEL;STAR;0;;;;;;;1.50
15033;CLOUD COMPUTING;STAR;0;;;;;;;1.00
15034;CLUSTER COMPUTE;STAR;0;;;;;;;1.50
15035;COLLISION AVOIDANCE;STAR;0;;;;;;;0.50
15036;COLLISION DETECTION;STAR;0;;;;;;;0.50
15037;COMPUTER;STAR;0;;;;;;;0.00
15038;COMPUTER SYSTEM;STAR;0;;;;;;;0.00
15039;CONTENT DELIVERY NETWORK;STAR;0;;;;;;;1.00
15040;DENIAL OF SERVICE;STAR;0;;;;;;;-1.00
15041;DIGITAL SIGNATURE;STAR;0;;;;;;;-1.00
15042;DISTRIBUTED SYSTEM;STAR;0;;;;;;;0.35
15043;DOMAIN;STAR;0;;;;;;;0.00
15044;DOMAIN NAME;STAR;0;;;;;;;0.00
15045;DOMAIN NAME SYSTEM;STAR;0;;;;;;;0.00
15046;ENCRYPTION;STAR;0;;;;;;;-1.00
15047;END SYSTEM;STAR;0;;;;;;;0.00
15048;END USER;STAR;0;;;;;;;0.00
15049;ETHERNET NETWORK;STAR;0;;;;;;;0.55
15050;EXTENSIBLE MARKUP LANGUAGE;STAR;0;;;;;;;0.00
15051;FILE SERVER;STAR;0;;;;;;;0.00
15052;FILE TRANSFER PROTOCOL;STAR;0;;;;;;;0.00
15053;FIREWALL;STAR;0;;;;;;;-1.00
15054;FORWARDING TABLE;STAR;0;;;;;;;0.00
15055;GATEWAY;STAR;0;;;;;;;0.00
15056;GRID COMPUTE;STAR;0;;;;;;;1.50
15057;HEAD;STAR;0;;;;;;;1.00
15058;HIDDEN TERMINAL PROBLEM;STAR;0;;;;;;;1.50
15059;HOP COUNT;STAR;0;;;;;;;-1.00
15060;HOT SPOT;STAR;0;;;;;;;1.00
15061;HUB;STAR;0;;;;;;;1.50
15062;HYPERTEXT;STAR;0;;;;;;;0.00
15063;HYPERTEXT DOCUMENT;STAR;0;;;;;;;0.15
15064;HYPERTEXT MARKUP LANGUAGE;STAR;0;;;;;;;0.00
15065;HYPERTEXT TRANSFER PROTOCOL;STAR;0;;;;;;;0.00
15066;HYPERTEXT TRANSFER PROTOCOL SERVER;STAR;0;;;;;;;0.00
15067;INSTANT MESSAGING;STAR;0;;;;;;;1.00
15068;INTERNET;STAR;0;;;;;;;0.00
15069;INTERNET INFRASTRUCTURE;STAR;0;;;;;;;0.55
15070;INTERNET MAIL ACCESS PROTOCOL;STAR;0;;;;;;;0.00
15071;INTERNET PROTOCOL;STAR;0;;;;;;;0.00
15072;INTERNET PROTOCOL ADDRESS;STAR;0;;;;;;;0.00
15073;INTERNET PROTOCOL NETWORK;STAR;0;;;;;;;0.00
15074;INTERNET SERVICE PROVIDER;STAR;0;;;;;;;-0.25
15075;INTERNET SOFTWARE;STAR;0;;;;;;;0.00
15076;INTERNET2;STAR;0;;;;;;;1.00
15077;INTERPROCESS COMMUNICATION;STAR;0;;;;;;;1.50
15078;INTRANET;STAR;0;;;;;;;0.00
15079;JAVASERVER PAGE;STAR;0;;;;;;;0.00
15080;LINK LAYER;STAR;0;;;;;;;-0.25
15081;LOCAL AREA NETWORK;STAR;0;;;;;;;1.00
15082;MAGNETIC DISK;STAR;0;;;;;;;1.50
15083;MAIL SERVER;STAR;0;;;;;;;0.00
15084;MALICIOUS SOFTWARE;STAR;0;;;;;;;-0.50
15085;MASS STORAGE;STAR;0;;;;;;;0.35
15086;METROPOLITAN AREA NETWORK;STAR;0;;;;;;;1.00
15087;MNEMONIC ADDRESS;STAR;0;;;;;;;0.15
15088;MNEMONIC DOMAIN NAME;STAR;0;;;;;;;0.00
15089;NAME SERVER;STAR;0;;;;;;;0.00
15090;NETWORK;STAR;0;;;;;;;0.00
15091;NETWORK LAYER;STAR;0;;;;;;;-0.25
15092;NETWORK NEWS TRANSFER PROTOCOL;STAR;0;;;;;;;1.00
15093;NETWORK SOFTWARE;STAR;0;;;;;;;0.00
15094;OPEN NETWORK;STAR;0;;;;;;;0.00
15095;PEER-TO-PEER MODEL;STAR;0;;;;;;;1.00
15096;PERSONAL AREA NETWORK;STAR;0;;;;;;;1.00
15097;PHISHING;STAR;0;;;;;;;-1.00
15098;PHONE NETWORK;STAR;0;;;;;;;0.35
15099;PHP;STAR;0;;;;;;;0.00
