prerequisite;advanced;m1;m2;m2_sentence;m3;m4;m4a;m4b;m5
NETWORK SOFTWARE;WIRELESS NETWORK;;0;0;;;;;
OPEN NETWORK;WIRELESS NETWORK;;0;0;;;;;
PEER-TO-PEER MODEL;WIRELESS NETWORK;;0;0;;;;;
PERSONAL AREA NETWORK;WIRELESS NETWORK;;0;0;;;;;
PHISHING;WIRELESS NETWORK;;0;0;;;;;
PHONE NETWORK;WIRELESS NETWORK;;0;0;;;;;
PHP;WIRELESS NETWORK;;0;0;;;;;
PORT NUMBER;WIRELESS NETWORK;;0;0;;;;;
POST OFFICE PROTOCOL VERSION 3;WIRELESS NETWORK;;0;0;;;;;
PRINT SERVER;WIRELESS NETWORK;;0;0;;;;;
PRIVATE-KEY;WIRELESS NETWORK;;0;0;;;;;
PROTOCOL;WIRELESS NETWORK;;0;0;;;;;
PROXY SERVER;WIRELESS NETWORK;;0;0;;;;;
PUBLIC-KEY;WIRELESS NETWORK;;0;0;;;;;
PUBLIC-KEY ENCRYPTION;WIRELESS NETWORK;;0;0;;;;;
REGISTERED DOMAIN;WIRELESS NETWORK;;0;0;;;;;
REMOTE MAIL SERVER;WIRELESS NETWORK;;0;0;;;;;
REMOTE SERVER;WIRELESS NETWORK;;0;0;;;;;
REPEATER;WIRELESS NETWORK;;0;0;;;;;
ROUTER;WIRELESS NETWORK;;0;0;;;;;
SECURE SHELL;WIRELESS NETWORK;;0;0;;;;;
SECURE SOCKET LAYER;WIRELESS NETWORK;;0;0;;;;;
SERVER;WIRELESS NETWORK;;0;0;;;;;
SERVER SIDE;WIRELESS NETWORK;;0;0;;;;;
SERVLETS;WIRELESS NETWORK;;0;0;;;;;
SIMPLE MAIL TRANSFER PROTOCOL;WIRELESS NETWORK;;0;0;;;;;
SOFTWARE;WIRELESS NETWORK;;0;0;;;;;
SPYWARE;WIRELESS NETWORK;;0;0;;;;;
STAR;WIRELESS NETWORK;;0;0;;;;;
SUBDOMAINS;WIRELESS NETWORK;;0;0;;;;;
SWITCH;WIRELESS NETWORK;;0;0;;;;;
TAG;WIRELESS NETWORK;;0;0;;;;;
TIER-1 INTERNET SERVICE PROVIDER;WIRELESS NETWORK;;0;0;;;;;
TIER-2 INTERNET SERVICE PROVIDER;WIRELESS NETWORK;;0;0;;;;;
TIER-3 INTERNET SERVICE PROVIDER;WIRELESS NETWORK;;0;0;;;;;
TOP-LEVEL DOMAINS;WIRELESS NETWORK;;0;0;;;;;
TRADITIONAL TELEPHONE;WIRELESS NETWORK;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL;WIRELESS NETWORK;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;WIRELESS NETWORK;;0;0;;;;;
TRANSPORT LAYER;WIRELESS NETWORK;;0;0;;;;;
TROJAN HORSE;WIRELESS NETWORK;;0;0;;;;;
UNIFORM RESOURCE LOCATOR;WIRELESS NETWORK;;0;0;;;;;
USER DATAGRAM PROTOCOL;WIRELESS NETWORK;;0;0;;;;;
VIRUS;WIRELESS NETWORK;;0;0;;;;;
VOICE OVER INTERNET PROTOCOL;WIRELESS NETWORK;;0;0;;;;;
WEBSERVER;WIRELESS NETWORK;;0;0;;;;;
WIDE AREA NETWORK;WIRELESS NETWORK;;0;0;;;;;
WORLD WIDE WEB;WIRELESS NETWORK;;0;0;;;;;
WORM;WIRELESS NETWORK;;0;0;;;;;
SECOND GENERATION;WIRELESS NETWORK;;0;0;;;;;
EMAIL;WIRELESS NETWORK;;0;0;;;;;
CLIENT-SIDE;WIRELESS NETWORK;;0;0;;;;;
SERVER-SIDE;WIRELESS NETWORK;;0;0;;;;;
SERVLET;WIRELESS NETWORK;;0;0;;;;;
WEBSERVERS;WIRELESS NETWORK;;0;0;;;;;
4G;WIRELESS NETWORK;;0;0;;;;;
ANTIVIRUS SOFTWARE;WIRELESS NETWORK;;0;0;;;;;
SEARCH ENGINE;WIRELESS NETWORK;;0;0;;;;;
WIFI NETWORK;WIRELESS NETWORK;;0;0;;;;;
1G;WORLD WIDE WEB;;0;0;;;;;
3G;WORLD WIDE WEB;;0;0;;;;;
ACCESS INTERNET SERVICE PROVIDER;WORLD WIDE WEB;;0;0;;;;;
ACCESS POINT;WORLD WIDE WEB;;0;0;;;;;
ACTIVE SERVER PAGE;WORLD WIDE WEB;;0;0;;;;;
ADDRESSING SYSTEM;WORLD WIDE WEB;;0;0;;;;;
APPLICATION LAYER;WORLD WIDE WEB;;0;0;;;;;
AUDITING SOFTWARE;WORLD WIDE WEB;;0;0;;;;;
BIT PATTERN;WORLD WIDE WEB;;0;0;;;;;
BODY;WORLD WIDE WEB;;0;0;;;;;
BRIDGE;WORLD WIDE WEB;;0;0;;;;;
BROWSER;WORLD WIDE WEB;;0;0;;;;;
BUS;WORLD WIDE WEB;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;WORLD WIDE WEB;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;WORLD WIDE WEB;;0;0;;;;;
CERTIFICATE;WORLD WIDE WEB;;0;0;;;;;
CERTIFICATE AUTHORITY;WORLD WIDE WEB;;0;0;;;;;
CLIENT;WORLD WIDE WEB;;0;0;;;;;
CLIENT SIDE;WORLD WIDE WEB;;0;0;;;;;
CLIENT/SERVER MODEL;WORLD WIDE WEB;;0;0;;;;;
CLOUD COMPUTING;WORLD WIDE WEB;;0;0;;;;;
CLUSTER COMPUTE;WORLD WIDE WEB;;0;0;;;;;
COLLISION AVOIDANCE;WORLD WIDE WEB;;0;0;;;;;
COLLISION DETECTION;WORLD WIDE WEB;;0;0;;;;;
COMPUTER;WORLD WIDE WEB;;0;0;;;;;
COMPUTER SYSTEM;WORLD WIDE WEB;;0;0;;;;;
CONTENT DELIVERY NETWORK;WORLD WIDE WEB;;0;0;;;;;
DENIAL OF SERVICE;WORLD WIDE WEB;;0;0;;;;;
DIGITAL SIGNATURE;WORLD WIDE WEB;;0;0;;;;;
DISTRIBUTED SYSTEM;WORLD WIDE WEB;;0;0;;;;;
DOMAIN;WORLD WIDE WEB;;0;0;;;;;
DOMAIN NAME;WORLD WIDE WEB;;0;0;;;;;
DOMAIN NAME SYSTEM;WORLD WIDE WEB;;0;0;;;;;
ENCRYPTION;WORLD WIDE WEB;;0;0;;;;;
END SYSTEM;WORLD WIDE WEB;;0;0;;;;;
END USER;WORLD WIDE WEB;;0;0;;;;;
ETHERNET NETWORK;WORLD WIDE WEB;;0;0;;;;;
EXTENSIBLE MARKUP LANGUAGE;WORLD WIDE WEB;;0;0;;;;;
FILE SERVER;WORLD WIDE WEB;;0;0;;;;;
FILE TRANSFER PROTOCOL;WORLD WIDE WEB;;0;0;;;;;
FIREWALL;WORLD WIDE WEB;;0;0;;;;;
FORWARDING TABLE;WORLD WIDE WEB;;0;0;;;;;
GATEWAY;WORLD WIDE WEB;;0;0;;;;;
GRID COMPUTE;WORLD WIDE WEB;;0;0;;;;;
HEAD;WORLD WIDE WEB;;0;0;;;;;
HIDDEN TERMINAL PROBLEM;WORLD WIDE WEB;;0;0;;;;;
HOP COUNT;WORLD WIDE WEB;;0;0;;;;;
HOT SPOT;WORLD WIDE WEB;;0;0;;;;;
HUB;WORLD WIDE WEB;;0;0;;;;;
HYPERTEXT;WORLD WIDE WEB;;0;0;;;;;
HYPERTEXT DOCUMENT;WORLD WIDE WEB;;0;0;;;;;
HYPERTEXT MARKUP LANGUAGE;WORLD WIDE WEB;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL;WORLD WIDE WEB;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL SERVER;WORLD WIDE WEB;;0;0;;;;;
INSTANT MESSAGING;WORLD WIDE WEB;;0;0;;;;;
INTERNET;WORLD WIDE WEB;;0;0;;;;;
INTERNET INFRASTRUCTURE;WORLD WIDE WEB;;0;0;;;;;
INTERNET MAIL ACCESS PROTOCOL;WORLD WIDE WEB;;0;0;;;;;
INTERNET PROTOCOL;WORLD WIDE WEB;;0;0;;;;;
INTERNET PROTOCOL ADDRESS;WORLD WIDE WEB;;0;0;;;;;
INTERNET PROTOCOL NETWORK;WORLD WIDE WEB;;0;0;;;;;
INTERNET SERVICE PROVIDER;WORLD WIDE WEB;;0;0;;;;;
INTERNET SOFTWARE;WORLD WIDE WEB;;0;0;;;;;
INTERNET2;WORLD WIDE WEB;;0;0;;;;;
INTERPROCESS COMMUNICATION;WORLD WIDE WEB;;0;0;;;;;
INTRANET;WORLD WIDE WEB;;0;0;;;;;
JAVASERVER PAGE;WORLD WIDE WEB;;0;0;;;;;
LINK LAYER;WORLD WIDE WEB;;0;0;;;;;
LOCAL AREA NETWORK;WORLD WIDE WEB;;0;0;;;;;
MAGNETIC DISK;WORLD WIDE WEB;;0;0;;;;;
MAIL SERVER;WORLD WIDE WEB;;0;0;;;;;
MALICIOUS SOFTWARE;WORLD WIDE WEB;;0;0;;;;;
MASS STORAGE;WORLD WIDE WEB;;0;0;;;;;
METROPOLITAN AREA NETWORK;WORLD WIDE WEB;;0;0;;;;;
MNEMONIC ADDRESS;WORLD WIDE WEB;;0;0;;;;;
MNEMONIC DOMAIN NAME;WORLD WIDE WEB;;0;0;;;;;
NAME SERVER;WORLD WIDE WEB;;0;0;;;;;
NETWORK;WORLD WIDE WEB;;0;0;;;;;
NETWORK LAYER;WORLD WIDE WEB;;0;0;;;;;
NETWORK NEWS TRANSFER PROTOCOL;WORLD WIDE WEB;;0;0;;;;;
NETWORK SOFTWARE;WORLD WIDE WEB;;0;0;;;;;
OPEN NETWORK;WORLD WIDE WEB;;0;0;;;;;
PEER-TO-PEER MODEL;WORLD WIDE WEB;;0;0;;;;;
PERSONAL AREA NETWORK;WORLD WIDE WEB;;0;0;;;;;
PHISHING;WORLD WIDE WEB;;0;0;;;;;
PHONE NETWORK;WORLD WIDE WEB;;0;0;;;;;
PHP;WORLD WIDE WEB;;0;0;;;;;
PORT NUMBER;WORLD WIDE WEB;;0;0;;;;;
POST OFFICE PROTOCOL VERSION 3;WORLD WIDE WEB;;0;0;;;;;
PRINT SERVER;WORLD WIDE WEB;;0;0;;;;;
PRIVATE-KEY;WORLD WIDE WEB;;0;0;;;;;
PROTOCOL;WORLD WIDE WEB;;0;0;;;;;
PROXY SERVER;WORLD WIDE WEB;;0;0;;;;;
PUBLIC-KEY;WORLD WIDE WEB;;0;0;;;;;
PUBLIC-KEY ENCRYPTION;WORLD WIDE WEB;;0;0;;;;;
REGISTERED DOMAIN;WORLD WIDE WEB;;0;0;;;;;
REMOTE MAIL SERVER;WORLD WIDE WEB;;0;0;;;;;
REMOTE SERVER;WORLD WIDE WEB;;0;0;;;;;
REPEATER;WORLD WIDE WEB;;0;0;;;;;
ROUTER;WORLD WIDE WEB;;0;0;;;;;
SECURE SHELL;WORLD WIDE WEB;;0;0;;;;;
SECURE SOCKET LAYER;WORLD WIDE WEB;;0;0;;;;;
SERVER;WORLD WIDE WEB;;0;0;;;;;
SERVER SIDE;WORLD WIDE WEB;;0;0;;;;;
SERVLETS;WORLD WIDE WEB;;0;0;;;;;
SIMPLE MAIL TRANSFER PROTOCOL;WORLD WIDE WEB;;0;0;;;;;
SOFTWARE;WORLD WIDE WEB;;0;0;;;;;
SPYWARE;WORLD WIDE WEB;;0;0;;;;;
STAR;WORLD WIDE WEB;;0;0;;;;;
SUBDOMAINS;WORLD WIDE WEB;;0;0;;;;;
SWITCH;WORLD WIDE WEB;;0;0;;;;;
TAG;WORLD WIDE WEB;;0;0;;;;;
TIER-1 INTERNET SERVICE PROVIDER;WORLD WIDE WEB;;0;0;;;;;
TIER-2 INTERNET SERVICE PROVIDER;WORLD WIDE WEB;;0;0;;;;;
TIER-3 INTERNET SERVICE PROVIDER;WORLD WIDE WEB;;0;0;;;;;
TOP-LEVEL DOMAINS;WORLD WIDE WEB;;0;0;;;;;
TRADITIONAL TELEPHONE;WORLD WIDE WEB;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL;WORLD WIDE WEB;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;WORLD WIDE WEB;;0;0;;;;;
TRANSPORT LAYER;WORLD WIDE WEB;;0;0;;;;;
TROJAN HORSE;WORLD WIDE WEB;;0;0;;;;;
UNIFORM RESOURCE LOCATOR;WORLD WIDE WEB;;0;0;;;;;
USER DATAGRAM PROTOCOL;WORLD WIDE WEB;;0;0;;;;;
VIRUS;WORLD WIDE WEB;;0;0;;;;;
VOICE OVER INTERNET PROTOCOL;WORLD WIDE WEB;;0;0;;;;;
WEBSERVER;WORLD WIDE WEB;;0;0;;;;;
WIDE AREA NETWORK;WORLD WIDE WEB;;0;0;;;;;
WIRELESS NETWORK;WORLD WIDE WEB;;0;0;;;;;
WORM;WORLD WIDE WEB;;0;0;;;;;
SECOND GENERATION;WORLD WIDE WEB;;0;0;;;;;
EMAIL;WORLD WIDE WEB;;0;0;;;;;
CLIENT-SIDE;WORLD WIDE WEB;;0;0;;;;;
SERVER-SIDE;WORLD WIDE WEB;;0;0;;;;;
SERVLET;WORLD WIDE WEB;;0;0;;;;;
WEBSERVERS;WORLD WIDE WEB;;0;0;;;;;
4G;WORLD WIDE WEB;;0;0;;;;;
ANTIVIRUS SOFTWARE;WORLD WIDE WEB;;0;0;;;;;
SEARCH ENGINE;WORLD WIDE WEB;;0;0;;;;;
WIFI NETWORK;WORLD WIDE WEB;;0;0;;;;;
1G;WORM;;0;0;;;;;
3G;WORM;;0;0;;;;;
ACCESS INTERNET SERVICE PROVIDER;WORM;;0;0;;;;;
ACCESS POINT;WORM;;0;0;;;;;
ACTIVE SERVER PAGE;WORM;;0;0;;;;;
ADDRESSING SYSTEM;WORM;;0;0;;;;;
APPLICATION LAYER;WORM;;0;0;;;;;
AUDITING SOFTWARE;WORM;;0;0;;;;;
BIT PATTERN;WORM;;0;0;;;;;
BODY;WORM;;0;0;;;;;
BRIDGE;WORM;;0;0;;;;;
BROWSER;WORM;;0;0;;;;;
BUS;WORM;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;WORM;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;WORM;;0;0;;;;;
CERTIFICATE;WORM;;0;0;;;;;
CERTIFICATE AUTHORITY;WORM;;0;0;;;;;
CLIENT;WORM;;0;0;;;;;
CLIENT SIDE;WORM;;0;0;;;;;
CLIENT/SERVER MODEL;WORM;;0;0;;;;;
CLOUD COMPUTING;WORM;;0;0;;;;;
CLUSTER COMPUTE;WORM;;0;0;;;;;
COLLISION AVOIDANCE;WORM;;0;0;;;;;
COLLISION DETECTION;WORM;;0;0;;;;;
COMPUTER;WORM;;0;0;;;;;
COMPUTER SYSTEM;WORM;;0;0;;;;;
CONTENT DELIVERY NETWORK;WORM;;0;0;;;;;
DENIAL OF SERVICE;WORM;;0;0;;;;;
DIGITAL SIGNATURE;WORM;;0;0;;;;;
DISTRIBUTED SYSTEM;WORM;;0;0;;;;;
DOMAIN;WORM;;0;0;;;;;
DOMAIN NAME;WORM;;0;0;;;;;
DOMAIN NAME SYSTEM;WORM;;0;0;;;;;
ENCRYPTION;WORM;;0;0;;;;;
END SYSTEM;WORM;;0;0;;;;;
END USER;WORM;;0;0;;;;;
ETHERNET NETWORK;WORM;;0;0;;;;;
EXTENSIBLE MARKUP LANGUAGE;WORM;;0;0;;;;;
FILE SERVER;WORM;;0;0;;;;;
FILE TRANSFER PROTOCOL;WORM;;0;0;;;;;
FIREWALL;WORM;;0;0;;;;;
FORWARDING TABLE;WORM;;0;0;;;;;
GATEWAY;WORM;;0;0;;;;;
GRID COMPUTE;WORM;;0;0;;;;;
HEAD;WORM;;0;0;;;;;
HIDDEN TERMINAL PROBLEM;WORM;;0;0;;;;;
HOP COUNT;WORM;;0;0;;;;;
HOT SPOT;WORM;;0;0;;;;;
HUB;WORM;;0;0;;;;;
HYPERTEXT;WORM;;0;0;;;;;
HYPERTEXT DOCUMENT;WORM;;0;0;;;;;
HYPERTEXT MARKUP LANGUAGE;WORM;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL;WORM;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL SERVER;WORM;;0;0;;;;;
INSTANT MESSAGING;WORM;;0;0;;;;;
INTERNET;WORM;;0;0;;;;;
INTERNET INFRASTRUCTURE;WORM;;0;0;;;;;
INTERNET MAIL ACCESS PROTOCOL;WORM;;0;0;;;;;
INTERNET PROTOCOL;WORM;;0;0;;;;;
INTERNET PROTOCOL ADDRESS;WORM;;0;0;;;;;
INTERNET PROTOCOL NETWORK;WORM;;0;0;;;;;
INTERNET SERVICE PROVIDER;WORM;;0;0;;;;;
INTERNET SOFTWARE;WORM;;0;0;;;;;
INTERNET2;WORM;;0;0;;;;;
INTERPROCESS COMMUNICATION;WORM;;0;0;;;;;
INTRANET;WORM;;0;0;;;;;
JAVASERVER PAGE;WORM;;0;0;;;;;
LINK LAYER;WORM;;0;0;;;;;
LOCAL AREA NETWORK;WORM;;0;0;;;;;
MAGNETIC DISK;WORM;;0;0;;;;;
MAIL SERVER;WORM;;0;0;;;;;
MALICIOUS SOFTWARE;WORM;;0;0;;;;;
MASS STORAGE;WORM;;0;0;;;;;
METROPOLITAN AREA NETWORK;WORM;;0;0;;;;;
MNEMONIC ADDRESS;WORM;;0;0;;;;;
MNEMONIC DOMAIN NAME;WORM;;0;0;;;;;
NAME SERVER;WORM;;0;0;;;;;
NETWORK;WORM;;0;0;;;;;
NETWORK LAYER;WORM;;0;0;;;;;
NETWORK NEWS TRANSFER PROTOCOL;WORM;;0;0;;;;;
NETWORK SOFTWARE;WORM;;0;0;;;;;
OPEN NETWORK;WORM;;0;0;;;;;
PEER-TO-PEER MODEL;WORM;;0;0;;;;;
PERSONAL AREA NETWORK;WORM;;0;0;;;;;
PHISHING;WORM;;0;0;;;;;
PHONE NETWORK;WORM;;0;0;;;;;
PHP;WORM;;0;0;;;;;
PORT NUMBER;WORM;;0;0;;;;;
POST OFFICE PROTOCOL VERSION 3;WORM;;0;0;;;;;
PRINT SERVER;WORM;;0;0;;;;;
PRIVATE-KEY;WORM;;0;0;;;;;
PROTOCOL;WORM;;0;0;;;;;
PROXY SERVER;WORM;;0;0;;;;;
PUBLIC-KEY;WORM;;0;0;;;;;
PUBLIC-KEY ENCRYPTION;WORM;;0;0;;;;;
REGISTERED DOMAIN;WORM;;0;0;;;;;
REMOTE MAIL SERVER;WORM;;0;0;;;;;
REMOTE SERVER;WORM;;0;0;;;;;
REPEATER;WORM;;0;0;;;;;
ROUTER;WORM;;0;0;;;;;
SECURE SHELL;WORM;;0;0;;;;;
SECURE SOCKET LAYER;WORM;;0;0;;;;;
SERVER;WORM;;0;0;;;;;
SERVER SIDE;WORM;;0;0;;;;;
SERVLETS;WORM;;0;0;;;;;
SIMPLE MAIL TRANSFER PROTOCOL;WORM;;0;0;;;;;
SOFTWARE;WORM;;0;0;;;;;
SPYWARE;WORM;;0;0;;;;;
STAR;WORM;;0;0;;;;;
SUBDOMAINS;WORM;;0;0;;;;;
SWITCH;WORM;;0;0;;;;;
TAG;WORM;;0;0;;;;;
TIER-1 INTERNET SERVICE PROVIDER;WORM;;0;0;;;;;
TIER-2 INTERNET SERVICE PROVIDER;WORM;;0;0;;;;;
TIER-3 INTERNET SERVICE PROVIDER;WORM;;0;0;;;;;
TOP-LEVEL DOMAINS;WORM;;0;0;;;;;
TRADITIONAL TELEPHONE;WORM;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL;WORM;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;WORM;;0;0;;;;;
TRANSPORT LAYER;WORM;;0;0;;;;;
TROJAN HORSE;WORM;;0;0;;;;;
UNIFORM RESOURCE LOCATOR;WORM;;0;0;;;;;
USER DATAGRAM PROTOCOL;WORM;;0;0;;;;;
VIRUS;WORM;;0;0;;;;;
VOICE OVER INTERNET PROTOCOL;WORM;;0;0;;;;;
WEBSERVER;WORM;;0;0;;;;;
WIDE AREA NETWORK;WORM;;0;0;;;;;
WIRELESS NETWORK;WORM;;0;0;;;;;
WORLD WIDE WEB;WORM;;0;0;;;;;
SECOND GENERATION;WORM;;0;0;;;;;
EMAIL;WORM;;0;0;;;;;
CLIENT-SIDE;WORM;;0;0;;;;;
SERVER-SIDE;WORM;;0;0;;;;;
SERVLET;WORM;;0;0;;;;;
WEBSERVERS;WORM;;0;0;;;;;
4G;WORM;;0;0;;;;;
ANTIVIRUS SOFTWARE;WORM;;0;0;;;;;
SEARCH ENGINE;WORM;;0;0;;;;;
WIFI NETWORK;WORM;;0;0;;;;;
1G;SECOND GENERATION;;0;0;;;;;
3G;SECOND GENERATION;;0;0;;;;;
ACCESS INTERNET SERVICE PROVIDER;SECOND GENERATION;;0;0;;;;;
ACCESS POINT;SECOND GENERATION;;0;0;;;;;
ACTIVE SERVER PAGE;SECOND GENERATION;;0;0;;;;;
ADDRESSING SYSTEM;SECOND GENERATION;;0;0;;;;;
APPLICATION LAYER;SECOND GENERATION;;0;0;;;;;
AUDITING SOFTWARE;SECOND GENERATION;;0;0;;;;;
BIT PATTERN;SECOND GENERATION;;0;0;;;;;
BODY;SECOND GENERATION;;0;0;;;;;
BRIDGE;SECOND GENERATION;;0;0;;;;;
BROWSER;SECOND GENERATION;;0;0;;;;;
BUS;SECOND GENERATION;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;SECOND GENERATION;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;SECOND GENERATION;;0;0;;;;;
CERTIFICATE;SECOND GENERATION;;0;0;;;;;
CERTIFICATE AUTHORITY;SECOND GENERATION;;0;0;;;;;
CLIENT;SECOND GENERATION;;0;0;;;;;
CLIENT SIDE;SECOND GENERATION;;0;0;;;;;
CLIENT/SERVER MODEL;SECOND GENERATION;;0;0;;;;;
CLOUD COMPUTING;SECOND GENERATION;;0;0;;;;;
CLUSTER COMPUTE;SECOND GENERATION;;0;0;;;;;
COLLISION AVOIDANCE;SECOND GENERATION;;0;0;;;;;
COLLISION DETECTION;SECOND GENERATION;;0;0;;;;;
COMPUTER;SECOND GENERATION;;0;0;;;;;
COMPUTER SYSTEM;SECOND GENERATION;;0;0;;;;;
CONTENT DELIVERY NETWORK;SECOND GENERATION;;0;0;;;;;
DENIAL OF SERVICE;SECOND GENERATION;;0;0;;;;;
DIGITAL SIGNATURE;SECOND GENERATION;;0;0;;;;;
DISTRIBUTED SYSTEM;SECOND GENERATION;;0;0;;;;;
DOMAIN;SECOND GENERATION;;0;0;;;;;
DOMAIN NAME;SECOND GENERATION;;0;0;;;;;
DOMAIN NAME SYSTEM;SECOND GENERATION;;0;0;;;;;
ENCRYPTION;SECOND GENERATION;;0;0;;;;;
END SYSTEM;SECOND GENERATION;;0;0;;;;;
END USER;SECOND GENERATION;;0;0;;;;;
ETHERNET NETWORK;SECOND GENERATION;;0;0;;;;;
EXTENSIBLE MARKUP LANGUAGE;SECOND GENERATION;;0;0;;;;;
FILE SERVER;SECOND GENERATION;;0;0;;;;;
FILE TRANSFER PROTOCOL;SECOND GENERATION;;0;0;;;;;
FIREWALL;SECOND GENERATION;;0;0;;;;;
FORWARDING TABLE;SECOND GENERATION;;0;0;;;;;
GATEWAY;SECOND GENERATION;;0;0;;;;;
GRID COMPUTE;SECOND GENERATION;;0;0;;;;;
HEAD;SECOND GENERATION;;0;0;;;;;
HIDDEN TERMINAL PROBLEM;SECOND GENERATION;;0;0;;;;;
HOP COUNT;SECOND GENERATION;;0;0;;;;;
HOT SPOT;SECOND GENERATION;;0;0;;;;;
HUB;SECOND GENERATION;;0;0;;;;;
HYPERTEXT;SECOND GENERATION;;0;0;;;;;
HYPERTEXT DOCUMENT;SECOND GENERATION;;0;0;;;;;
HYPERTEXT MARKUP LANGUAGE;SECOND GENERATION;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL;SECOND GENERATION;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL SERVER;SECOND GENERATION;;0;0;;;;;
INSTANT MESSAGING;SECOND GENERATION;;0;0;;;;;
INTERNET;SECOND GENERATION;;0;0;;;;;
INTERNET INFRASTRUCTURE;SECOND GENERATION;;0;0;;;;;
INTERNET MAIL ACCESS PROTOCOL;SECOND GENERATION;;0;0;;;;;
INTERNET PROTOCOL;SECOND GENERATION;;0;0;;;;;
INTERNET PROTOCOL ADDRESS;SECOND GENERATION;;0;0;;;;;
INTERNET PROTOCOL NETWORK;SECOND GENERATION;;0;0;;;;;
INTERNET SERVICE PROVIDER;SECOND GENERATION;;0;0;;;;;
INTERNET SOFTWARE;SECOND GENERATION;;0;0;;;;;
INTERNET2;SECOND GENERATION;;0;0;;;;;
INTERPROCESS COMMUNICATION;SECOND GENERATION;;0;0;;;;;
INTRANET;SECOND GENERATION;;0;0;;;;;
JAVASERVER PAGE;SECOND GENERATION;;0;0;;;;;
LINK LAYER;SECOND GENERATION;;0;0;;;;;
LOCAL AREA NETWORK;SECOND GENERATION;;0;0;;;;;
MAGNETIC DISK;SECOND GENERATION;;0;0;;;;;
MAIL SERVER;SECOND GENERATION;;0;0;;;;;
MALICIOUS SOFTWARE;SECOND GENERATION;;0;0;;;;;
MASS STORAGE;SECOND GENERATION;;0;0;;;;;
METROPOLITAN AREA NETWORK;SECOND GENERATION;;0;0;;;;;
MNEMONIC ADDRESS;SECOND GENERATION;;0;0;;;;;
MNEMONIC DOMAIN NAME;SECOND GENERATION;;0;0;;;;;
NAME SERVER;SECOND GENERATION;;0;0;;;;;
NETWORK;SECOND GENERATION;;0;0;;;;;
NETWORK LAYER;SECOND GENERATION;;0;0;;;;;
NETWORK NEWS TRANSFER PROTOCOL;SECOND GENERATION;;0;0;;;;;
NETWORK SOFTWARE;SECOND GENERATION;;0;0;;;;;
OPEN NETWORK;SECOND GENERATION;;0;0;;;;;
PEER-TO-PEER MODEL;SECOND GENERATION;;0;0;;;;;
PERSONAL AREA NETWORK;SECOND GENERATION;;0;0;;;;;
PHISHING;SECOND GENERATION;;0;0;;;;;
PHONE NETWORK;SECOND GENERATION;;0;0;;;;;
PHP;SECOND GENERATION;;0;0;;;;;
PORT NUMBER;SECOND GENERATION;;0;0;;;;;
POST OFFICE PROTOCOL VERSION 3;SECOND GENERATION;;0;0;;;;;
PRINT SERVER;SECOND GENERATION;;0;0;;;;;
PRIVATE-KEY;SECOND GENERATION;;0;0;;;;;
PROTOCOL;SECOND GENERATION;;0;0;;;;;
PROXY SERVER;SECOND GENERATION;;0;0;;;;;
PUBLIC-KEY;SECOND GENERATION;;0;0;;;;;
PUBLIC-KEY ENCRYPTION;SECOND GENERATION;;0;0;;;;;
REGISTERED DOMAIN;SECOND GENERATION;;0;0;;;;;
REMOTE MAIL SERVER;SECOND GENERATION;;0;0;;;;;
REMOTE SERVER;SECOND GENERATION;;0;0;;;;;
REPEATER;SECOND GENERATION;;0;0;;;;;
ROUTER;SECOND GENERATION;;0;0;;;;;
SECURE SHELL;SECOND GENERATION;;0;0;;;;;
SECURE SOCKET LAYER;SECOND GENERATION;;0;0;;;;;
SERVER;SECOND GENERATION;;0;0;;;;;
SERVER SIDE;SECOND GENERATION;;0;0;;;;;
SERVLETS;SECOND GENERATION;;0;0;;;;;
SIMPLE MAIL TRANSFER PROTOCOL;SECOND GENERATION;;0;0;;;;;
SOFTWARE;SECOND GENERATION;;0;0;;;;;
SPYWARE;SECOND GENERATION;;0;0;;;;;
STAR;SECOND GENERATION;;0;0;;;;;
SUBDOMAINS;SECOND GENERATION;;0;0;;;;;
